event_time,user_id,event_type,product_id,price,category_code_2,category_code_1,category_code_0,brand
2019-10-05 06:01:47 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-05 06:02:17 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-05 06:02:29 UTC,512386086,view,1801555,460.48,tv,video,electronics,lg
2019-10-05 06:02:55 UTC,512386086,view,1801849,635.25,tv,video,electronics,samsung
2019-10-05 06:03:09 UTC,512386086,cart,1801849,635.25,tv,video,electronics,samsung
2019-10-05 06:04:20 UTC,512386086,purchase,1801849,635.25,tv,video,electronics,samsung
2019-10-05 09:46:30 UTC,512386086,view,1801555,460.48,tv,video,electronics,lg
2019-10-05 09:47:29 UTC,512386086,purchase,1801555,460.48,tv,video,electronics,lg
2019-10-05 09:47:59 UTC,512386086,view,1801555,460.48,tv,video,electronics,lg
2019-10-06 06:30:50 UTC,512386086,view,2701735,1297.27,refrigerators,kitchen,appliances,lg
2019-10-06 06:31:49 UTC,512386086,purchase,2701735,1297.27,refrigerators,kitchen,appliances,lg
2019-10-06 06:33:42 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 06:34:48 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 06:42:01 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 06:42:41 UTC,512386086,view,1801555,460.48,tv,video,electronics,lg
2019-10-06 06:44:20 UTC,512386086,purchase,1801555,460.48,tv,video,electronics,lg
2019-10-06 06:46:15 UTC,512386086,view,1801555,460.48,tv,video,electronics,lg
2019-10-06 06:55:19 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 06:56:18 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 07:04:33 UTC,512386086,view,2701735,1297.27,refrigerators,kitchen,appliances,lg
2019-10-06 07:07:08 UTC,512386086,purchase,2701735,1297.27,refrigerators,kitchen,appliances,lg
2019-10-06 07:08:59 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 07:27:17 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-06 07:53:31 UTC,512386086,view,2701735,1297.27,refrigerators,kitchen,appliances,lg
2019-10-08 11:21:19 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-08 11:24:07 UTC,512386086,purchase,1801555,460.5,tv,video,electronics,lg
2019-10-09 06:57:47 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-09 06:57:52 UTC,512386086,cart,1801555,460.5,tv,video,electronics,lg
2019-10-09 06:59:32 UTC,512386086,purchase,1801555,460.5,tv,video,electronics,lg
2019-10-09 07:00:44 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-09 07:01:15 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-10 09:32:40 UTC,512386086,view,1801555,462.2,tv,video,electronics,lg
2019-10-10 09:34:02 UTC,512386086,purchase,1801555,462.2,tv,video,electronics,lg
2019-10-11 08:18:35 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-11 08:19:20 UTC,512386086,purchase,1801555,460.5,tv,video,electronics,lg
2019-10-11 09:40:01 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-11 09:41:40 UTC,512386086,purchase,1801555,460.5,tv,video,electronics,lg
2019-10-11 09:42:23 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-12 06:16:04 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-12 06:23:35 UTC,512386086,purchase,1801555,460.5,tv,video,electronics,lg
2019-10-12 06:24:06 UTC,512386086,view,1801555,460.5,tv,video,electronics,lg
2019-10-12 06:59:30 UTC,512386086,cart,1801555,460.5,tv,video,electronics,lg
2019-10-13 11:08:03 UTC,512386086,view,1801784,537.44,tv,video,electronics,lg
2019-10-13 11:10:07 UTC,512386086,purchase,1801784,537.44,tv,video,electronics,lg
2019-10-13 11:13:53 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-13 11:14:51 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-13 11:42:48 UTC,512386086,view,2900516,58.95,microwave,kitchen,appliances,dauscher
2019-10-13 11:43:26 UTC,512386086,purchase,2900516,58.95,microwave,kitchen,appliances,dauscher
2019-10-13 11:45:56 UTC,512386086,view,2900516,58.95,microwave,kitchen,appliances,dauscher
2019-10-14 08:42:06 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-14 08:44:35 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-14 08:45:34 UTC,512386086,purchase,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-14 09:00:54 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-14 09:17:19 UTC,512386086,view,1801784,537.44,tv,video,electronics,lg
2019-10-14 09:18:29 UTC,512386086,purchase,1801784,537.44,tv,video,electronics,lg
2019-10-15 09:54:01 UTC,512386086,view,1801784,537.44,tv,video,electronics,lg
2019-10-15 09:56:56 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 04:14:02 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-16 04:23:34 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-16 08:21:43 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 08:23:01 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 08:25:15 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-16 08:26:31 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-16 08:35:40 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 08:37:03 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 09:21:44 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-16 09:24:03 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-16 10:01:23 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-16 10:01:35 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-16 13:30:57 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-16 13:34:37 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-17 04:14:01 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 07:11:46 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 07:22:02 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-17 10:13:47 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 10:16:31 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-17 11:16:27 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 11:16:35 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 11:27:57 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-17 11:30:23 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 12:17:46 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-17 12:18:45 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-17 12:19:12 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-18 03:03:36 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-18 03:07:52 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-18 05:22:51 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 05:25:21 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 05:53:54 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 05:57:42 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-18 05:59:24 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-18 10:58:08 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 10:59:07 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 10:59:42 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-18 11:00:08 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-18 11:01:53 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-19 06:57:07 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 06:58:00 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:09:18 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:16:57 UTC,512386086,view,4201539,1415.48,air_conditioner,environment,appliances,artel
2019-10-19 07:17:10 UTC,512386086,purchase,4201539,1415.48,air_conditioner,environment,appliances,artel
2019-10-19 07:17:41 UTC,512386086,view,4201539,1415.48,air_conditioner,environment,appliances,artel
2019-10-19 07:17:50 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:18:02 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:18:50 UTC,512386086,view,1801712,386.08,tv,video,electronics,lg
2019-10-19 07:19:01 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 07:19:15 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-19 07:46:14 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:46:59 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:48:30 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 07:49:35 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 07:50:22 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 07:51:05 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 07:53:31 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-19 08:06:19 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 08:10:52 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 08:11:29 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 08:11:56 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 08:13:59 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 08:15:59 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-19 08:18:55 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 08:24:56 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 08:32:03 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 10:52:17 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 10:54:33 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-19 10:55:53 UTC,512386086,view,1801555,462.05,tv,video,electronics,lg
2019-10-19 10:57:26 UTC,512386086,purchase,1801555,462.05,tv,video,electronics,lg
2019-10-19 11:01:46 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 07:19:49 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 07:22:08 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 07:22:13 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-20 07:24:22 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-20 07:26:25 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-20 08:30:34 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-20 08:30:39 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 08:33:56 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 08:34:33 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-20 08:34:38 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-20 08:36:49 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 03:44:31 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 03:48:58 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 04:30:00 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 04:30:16 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 04:30:59 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-21 04:31:43 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 05:10:45 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 05:11:42 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-21 07:02:39 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 07:04:38 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 07:04:39 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 07:05:06 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 07:06:56 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-21 07:07:24 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 08:38:21 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 08:39:28 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 08:40:02 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-21 08:40:27 UTC,512386086,view,1801712,386.08,tv,video,electronics,lg
2019-10-21 08:40:32 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-21 08:42:52 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-21 08:43:27 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 03:28:22 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 03:29:54 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-22 07:04:38 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-22 07:06:37 UTC,512386086,purchase,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-22 07:07:05 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-22 07:07:11 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 07:07:52 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 07:11:46 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 07:13:13 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-22 08:39:10 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-22 08:39:22 UTC,512386086,purchase,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-22 08:41:37 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 08:41:48 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-22 11:50:55 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 11:51:50 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 11:52:25 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 11:52:53 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 11:53:30 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-22 11:58:54 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 12:01:54 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-22 12:02:19 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 12:37:30 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 12:38:57 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-22 12:40:54 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-22 12:43:25 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-23 06:14:37 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 06:16:40 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-23 06:16:59 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 07:13:11 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 07:13:44 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-23 07:14:06 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 07:37:04 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 10:03:12 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 10:08:39 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-23 10:09:33 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 11:19:03 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 11:19:38 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-23 11:20:02 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-23 11:23:33 UTC,512386086,view,2900516,58.95,microwave,kitchen,appliances,dauscher
2019-10-23 11:24:42 UTC,512386086,purchase,2900516,58.95,microwave,kitchen,appliances,dauscher
2019-10-24 08:45:38 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-24 08:47:26 UTC,512386086,purchase,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-24 08:47:50 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-24 08:47:57 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-24 08:49:12 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-24 08:49:35 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-24 09:38:48 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-24 09:40:49 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-24 09:41:28 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-24 10:39:23 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-24 10:43:58 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-24 12:20:38 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-24 12:21:38 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-25 05:05:17 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-25 05:08:23 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-25 07:47:51 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-25 07:49:52 UTC,512386086,purchase,1801555,459.21,tv,video,electronics,lg
2019-10-25 07:50:26 UTC,512386086,view,1801555,459.21,tv,video,electronics,lg
2019-10-26 05:42:52 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-26 05:50:48 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-26 05:55:54 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-26 05:58:21 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-26 05:59:02 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-26 07:42:24 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-26 07:47:55 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-26 07:48:29 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-26 09:27:43 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-26 09:31:20 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-27 07:11:30 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-27 07:14:38 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-27 07:15:41 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-27 07:16:11 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-27 07:27:41 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-27 07:29:16 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-27 07:29:50 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-27 07:30:13 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-27 07:30:45 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-27 07:31:11 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-27 09:03:35 UTC,512386086,view,1802037,298.33,tv,video,electronics,lg
2019-10-27 09:03:42 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-27 09:07:21 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-27 09:30:09 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 05:53:52 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 06:01:00 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 06:03:37 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 06:04:34 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 06:07:20 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-28 06:08:16 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 07:17:31 UTC,512386086,view,2702349,578.91,refrigerators,kitchen,appliances,lg
2019-10-28 07:21:30 UTC,512386086,purchase,2702349,578.91,refrigerators,kitchen,appliances,lg
2019-10-28 07:22:05 UTC,512386086,view,2702349,578.91,refrigerators,kitchen,appliances,lg
2019-10-28 07:28:39 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 07:30:03 UTC,512386086,purchase,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 07:30:40 UTC,512386086,view,4201541,898.35,air_conditioner,environment,appliances,artel
2019-10-28 07:30:55 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 07:31:31 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-28 07:32:01 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 07:35:37 UTC,512386086,view,2702277,463.07,refrigerators,kitchen,appliances,lg
2019-10-28 07:35:53 UTC,512386086,view,2700614,357.54,refrigerators,kitchen,appliances,indesit
2019-10-28 09:25:46 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 09:32:04 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 09:33:33 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 09:39:59 UTC,512386086,purchase,1801555,459.16,tv,video,electronics,lg
2019-10-28 09:41:34 UTC,512386086,view,1801555,459.16,tv,video,electronics,lg
2019-10-28 11:08:33 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-28 11:11:55 UTC,512386086,purchase,4201530,1541.87,air_conditioner,environment,appliances,artel
2019-10-28 11:12:26 UTC,512386086,view,4201530,1541.87,air_conditioner,environment,appliances,artel
